drug_a_name,drug_a_rxcui,drug_b_name,drug_b_rxcui,interaction_text,severity,sources,drug_a,drug_b,description,mechanism
Galvus Met 50mg/850mg Tablet,602411,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/850mg Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/850mg Tablet,602411,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/850mg Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/850mg Tablet,602411,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/850mg Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/850mg Tablet,602411,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/850mg Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/850mg Tablet,602411,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/850mg Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Galvus Met 50mg/850mg Tablet,602411,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Galvus Met 50mg/850mg Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 250 Tablet,151827,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 250 Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 250 Tablet,151827,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 250 Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 250 Tablet,151827,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 250 Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 250 Tablet,151827,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 250 Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 250 Tablet,151827,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 250 Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 250 Tablet,151827,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 250 Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 250 Tablet,151827,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 250 Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 250 Tablet,151827,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 250 Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 250 Tablet,151827,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 250 Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 250 Tablet,151827,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 250 Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 850 Tablet,1426910,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 850 Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 850 Tablet,1426910,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 850 Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 850 Tablet,1426910,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 850 Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 850 Tablet,1426910,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 850 Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 850 Tablet,1426910,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 850 Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 850 Tablet,1426910,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 850 Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 850 Tablet,1426910,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 850 Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 850 Tablet,1426910,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 850 Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 850 Tablet,1426910,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 850 Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glycomet 850 Tablet,1426910,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glycomet 850 Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 500mg Tablet,235743,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 500mg Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 500mg Tablet,235743,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 500mg Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 500mg Tablet,235743,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 500mg Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 500mg Tablet,235743,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 500mg Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 500mg Tablet,235743,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 500mg Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 500mg Tablet,235743,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 500mg Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 500mg Tablet,235743,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 500mg Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 500mg Tablet,235743,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 500mg Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 500mg Tablet,235743,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 500mg Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 500mg Tablet,235743,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 500mg Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin 500 Tablet,1803,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin 500 Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin 500 Tablet,1803,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin 500 Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin 500 Tablet,1803,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin 500 Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin 500 Tablet,1803,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin 500 Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin 500 Tablet,1803,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin 500 Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin 500 Tablet,1803,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin 500 Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin 500 Tablet,1803,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin 500 Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin 500 Tablet,1803,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin 500 Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin 500 Tablet,1803,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin 500 Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin 500 Tablet,1803,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin 500 Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 850 Tablet,861012,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 850 Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 850 Tablet,861012,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 850 Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 850 Tablet,861012,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 850 Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 850 Tablet,861012,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 850 Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 850 Tablet,861012,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 850 Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 850 Tablet,861012,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 850 Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 850 Tablet,861012,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 850 Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 850 Tablet,861012,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 850 Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 850 Tablet,861012,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 850 Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage 850 Tablet,861012,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage 850 Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Tablet SR,2179495,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Tablet SR,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Tablet SR,2179495,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Tablet SR,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Tablet SR,2179495,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Tablet SR,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Tablet SR,2179495,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Tablet SR,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Tablet SR,2179495,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Tablet SR,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Tablet SR,2179495,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Tablet SR,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Tablet SR,2179495,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Tablet SR,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Tablet SR,2179495,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Tablet SR,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Tablet SR,2179495,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Tablet SR,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glypten-M Tablet SR,2179495,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glypten-M Tablet SR,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 1000mg Tablet SR,284718,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 1000mg Tablet SR,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 1000mg Tablet SR,284718,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 1000mg Tablet SR,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 1000mg Tablet SR,284718,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 1000mg Tablet SR,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 1000mg Tablet SR,284718,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 1000mg Tablet SR,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 1000mg Tablet SR,284718,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 1000mg Tablet SR,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 1000mg Tablet SR,284718,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 1000mg Tablet SR,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 1000mg Tablet SR,284718,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 1000mg Tablet SR,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 1000mg Tablet SR,284718,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 1000mg Tablet SR,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 1000mg Tablet SR,284718,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 1000mg Tablet SR,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Genericart Metformin Hydrochloride 1000mg Tablet SR,284718,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Genericart Metformin Hydrochloride 1000mg Tablet SR,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 850mg Tablet,151827,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 850mg Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 850mg Tablet,151827,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 850mg Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 850mg Tablet,151827,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 850mg Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 850mg Tablet,151827,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 850mg Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 850mg Tablet,151827,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 850mg Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 850mg Tablet,151827,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 850mg Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 850mg Tablet,151827,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 850mg Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 850mg Tablet,151827,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 850mg Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 850mg Tablet,151827,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 850mg Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glyciphage SR 850mg Tablet,151827,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glyciphage SR 850mg Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluconorm SR 850 Tablet,25842,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluconorm SR 850 Tablet,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluconorm SR 850 Tablet,25842,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluconorm SR 850 Tablet,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluconorm SR 850 Tablet,25842,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluconorm SR 850 Tablet,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluconorm SR 850 Tablet,25842,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluconorm SR 850 Tablet,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluconorm SR 850 Tablet,25842,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluconorm SR 850 Tablet,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluconorm SR 850 Tablet,25842,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluconorm SR 850 Tablet,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluconorm SR 850 Tablet,25842,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluconorm SR 850 Tablet,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluconorm SR 850 Tablet,25842,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluconorm SR 850 Tablet,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Gluconorm SR 850 Tablet,25842,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluconorm SR 850 Tablet,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluconorm SR 850 Tablet,25842,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluconorm SR 850 Tablet,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glipon MF Forte Tablet ER,151715,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glipon MF Forte Tablet ER,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glipon MF Forte Tablet ER,151715,Brufen 200 Tablet,202487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glipon MF Forte Tablet ER,Brufen 200 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glipon MF Forte Tablet ER,151715,Brufen 600 Tablet,201149,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glipon MF Forte Tablet ER,Brufen 600 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glipon MF Forte Tablet ER,151715,Brupal 300mg/325mg Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glipon MF Forte Tablet ER,Brupal 300mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glipon MF Forte Tablet ER,151715,Brufamol Tablet,,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glipon MF Forte Tablet ER,Brufamol Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glipon MF Forte Tablet ER,151715,Fenceta Plus 100mg/162.5mg Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glipon MF Forte Tablet ER,Fenceta Plus 100mg/162.5mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glipon MF Forte Tablet ER,151715,Imol Suspension,27478,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glipon MF Forte Tablet ER,Imol Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glipon MF Forte Tablet ER,151715,Ibuflamar-P 400mg/325mg Tablet,1921784,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glipon MF Forte Tablet ER,Ibuflamar-P 400mg/325mg Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
Glipon MF Forte Tablet ER,151715,Ibucon Plus Suspension,151487,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glipon MF Forte Tablet ER,Ibucon Plus Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Glipon MF Forte Tablet ER,151715,Ibukind Plus 100 mg/162.5 mg Suspension,1489934,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Glipon MF Forte Tablet ER,Ibukind Plus 100 mg/162.5 mg Suspension,Reduced kidney function may affect drug elimination,clinical_evidence
Gluformin XL New 500 Tablet PR,2003705,Brufen 400 Tablet,201137,Reduced kidney function may affect drug elimination,medium,DrugBank;Clinical Studies,Gluformin XL New 500 Tablet PR,Brufen 400 Tablet,Reduced kidney function may affect drug elimination,clinical_evidence
